Temperature,Specific conductance,Dissolved oxygen,pH,Turbidity,Chlorophyll
25.2,239,8.7,8.9,1.4,3.4
25.3,239,8.7,8.9,1.1,3.3
25.3,239,8.8,8.9,1.2,3.7
25.4,240,8.7,8.9,1.2,3.1
25.5,240,8.8,8.9,1,3.4
25.4,239,8.8,8.9,1.2,3.1
25.4,239,8.9,8.9,1.3,3.2
25.5,239,9,8.9,1.3,3.1
25.3,239,9.1,8.9,1.4,2.5
26.2,240,8.9,8.9,1.5,2.7
26.3,240,8.9,8.9,1.2,2.5
26,240,9.1,8.9,1.3,4.2
25.8,240,9.1,8.9,1.3,4
25.8,240,8.9,8.9,1.1,3.5
25.4,239,9,8.9,1.3,3.4
25.3,239,9,8.9,1.2,4.2
25.3,240,8.9,8.9,1.3,4.2
25.3,239,8.9,8.9,1.3,4.2
25.4,240,8.8,8.9,1.6,3.6
25.3,240,8.7,8.9,1.2,4.6
25.5,240,8.7,8.9,1.2,4
25.5,240,8.7,8.9,1.2,4.1
25.5,240,8.7,8.9,1.2,4.5
25.4,240,8.6,8.9,1.2,4
25.4,240,8.7,8.9,1.4,3.4
25.3,240,8.7,8.9,1.4,3.6
25.4,240,8.7,8.9,1.4,4
25.4,240,8.7,8.9,1.1,3.6
25.6,240,8.8,8.9,1.1,2.9
25.8,240,8.7,8.9,1.1,2.5
25.8,240,8.7,8.9,1.1,2.5
25.7,240,8.9,8.9,1.2,2.7
26.1,240,9,8.9,1.1,2
25.9,240,8.8,8.9,1.1,2.2
25.8,240,8.9,8.9,1.4,3.3
25.9,240,8.9,8.9,1.3,3.5
25.9,240,8.9,8.9,1.2,2.7
25.7,240,8.9,8.9,1.2,2.7
25.6,240,8.8,8.9,1.2,3.8
25.5,240,8.8,8.9,1.2,3.8
25.4,240,8.7,8.9,1.1,3.1
25.4,240,8.7,8.9,1.6,3.6
25.4,240,8.7,8.9,1.1,2.7
25.3,240,8.7,8.9,1.5,3.2
25.2,240,8.6,8.9,1,2.5
25.2,240,8.7,8.9,1.1,3.2
25.1,240,8.7,8.9,1.2,3.4
25.1,240,8.6,8.9,2,3
25,240,8.6,8.9,1.2,3.1
25,240,8.6,8.9,1.1,3.4
25.1,240,8.7,8.9,1.3,2.9
25.2,240,8.7,8.9,1.2,2.7
25.4,240,8.7,8.9,1.1,3.4
25.7,241,8.7,8.9,1.1,2.3
25.6,240,8.8,8.9,1.1,2.9
25.6,240,8.9,8.9,1.1,2
25.5,240,8.9,8.9,1.1,2.3
25.6,240,9,9,1.3,2.6
25.6,240,8.9,8.9,1.2,2.3
26.1,241,8.9,8.9,1.3,2.9
26.4,241,8.7,8.9,1.3,3.2
26.3,241,8.6,8.9,1.3,2.5
26.3,241,8.6,8.9,1.3,3.2
26.2,241,8.5,8.9,1.2,4.7
26.2,241,8.5,8.9,1.2,2.8
26,241,8.6,8.9,1.3,2.8
25.9,241,8.5,8.9,1.1,3.4
25.8,241,8.5,8.9,1.5,3
25.7,241,8.4,8.9,1.1,4.7
25.6,241,8.4,8.9,1.2,4.7
25.6,241,8.4,8.9,1.1,3.4
25.5,241,8.4,8.9,1.2,2.5
25.4,240,8.4,8.9,1.4,2.8
25.5,241,8.4,8.9,1.2,3.9
25.4,241,8.4,8.9,1.3,3.9
25.4,241,8.4,8.9,1.3,3.2
25.4,241,8.4,8.9,2.2,5.3
25.5,241,8.5,8.9,1.2,5.7
25.5,241,8.5,8.9,1.2,3.4
25.7,241,8.6,8.9,1.2,3
25.8,241,8.6,8.9,1.2,2.1
26,241,8.6,8.9,1.1,3
26.2,241,8.6,8.9,1.2,3.2
26,241,8.6,8.9,1.1,3.2
26,241,8.6,8.9,1.2,3.2
25.9,241,8.5,8.9,1,4.2
25.9,241,8.5,8.9,1,2.7
25.8,241,8.5,8.9,1,2.8
25.7,241,8.4,8.9,0.9,4.5
25.7,241,8.4,8.9,1,5.3
25.6,241,8.4,8.9,1.5,3.3
25.5,241,8.4,8.9,1.1,3.9
25.5,241,8.3,8.9,1,2.6
25.4,241,8.3,8.9,1.1,8.6
25.4,241,8.4,8.9,1.1,5.7
25.3,241,8.4,8.9,1.1,4.2
25.3,241,8.4,8.9,1.1,5
25.2,241,8.4,8.9,1.2,3.5
25.2,241,8.4,8.9,1.2,3
25.2,241,8.5,8.9,1.6,3
25.3,241,8.5,8.9,1.2,3.6
25.4,240,8.5,8.9,1.1,3.2
25.4,240,8.6,8.9,1.3,3.4
25.5,240,8.6,8.9,1.5,3.4
25.6,240,8.6,8.9,1.5,3.7
25.6,240,8.6,8.9,1.5,4.8
25.4,240,8.6,8.9,1.5,5.7
25.4,240,8.6,8.9,1.6,4.9
25.3,240,8.5,8.9,1.6,5.2
25.3,240,8.5,8.9,1.5,5
25.3,240,8.5,8.9,1.4,6.5
25.2,240,8.4,8.9,1.4,7.3
25.2,240,8.3,8.9,1.6,8.9
25.2,240,8.4,8.9,1.4,6.6
25.1,240,8.3,8.9,1.4,5.3
25,240,8.3,8.9,2.2,7.4
25,240,8.2,8.9,1.4,5.1
24.9,240,8.2,8.9,1.4,5.9
24.9,240,8.1,8.9,1.1,4.4
24.8,240,8.1,8.9,1.3,4.4
24.8,240,8.2,8.9,1.4,3
24.7,240,8.2,8.9,4,3.9
24.7,240,8.1,8.9,1.6,3.9
24.7,240,8.2,8.9,1.5,6
24.8,240,8.3,8.9,1.4,5
25,240,8.4,8.9,1.4,4.9
25.1,240,8.4,8.9,1.4,5
25.1,240,8.5,8.9,1.4,4
25.1,240,8.5,8.9,1.4,5
25.4,240,8.5,8.9,1.3,4.2
24.8,240,8.5,8.9,1.6,5
24.8,240,8.4,8.9,2.3,5.3
24.7,240,8.4,8.9,1.7,5
24.7,240,8.3,8.9,1.6,6.7
24.6,240,8.3,8.9,2,8.6
24.6,240,8.3,8.9,1.6,7
24.6,240,8.3,8.9,1.4,3.7
24.5,240,8.3,8.9,1.7,5.6
24.5,240,8.2,8.9,1.5,8
24.4,240,8.2,8.9,1.4,5.6
24.4,240,8.2,8.9,1.9,4.8
24.3,240,8.1,8.9,1.6,4.6
24.3,240,8,8.9,1.2,7.2
24.2,240,7.9,8.9,1.4,4.3
24.1,240,8,8.9,1.4,5.5
24.1,240,8.1,8.9,1.6,2.6
24.2,240,8,8.9,,3.6
24.3,240,8.1,8.9,1.4,3.5
24.3,240,8.3,8.9,1.3,4.2
24.4,240,8.3,8.9,1.4,3
24.6,240,8.4,8.9,1.3,4
24.6,240,8.4,8.9,1.1,3.7
24.5,240,8.3,8.9,1.3,3.6
24.8,240,8.3,8.9,1.2,3.3
24.6,240,8.4,8.9,1.3,3.5
24.6,240,8.4,8.9,1.2,3.5
24.4,240,8.4,8.9,1.4,4
24.4,240,8.4,8.9,1.3,3.7
24.4,240,8.3,8.9,1.4,5
24.3,240,8.3,8.9,1.4,4.7
24.3,240,8.3,8.9,1.3,4.2
24.2,240,8.3,8.9,1.3,4.5
24.2,240,8.2,8.9,1.1,3.5
24.2,240,8.2,8.9,1.1,4
24.1,240,8.1,8.9,1.2,3.5
24,240,8.2,8.9,1.4,3.8
24,240,8.1,8.9,1.3,4.4
24,240,8.1,8.9,1.3,4.3
23.9,240,8.1,8.9,1.2,3.6
23.9,240,8,8.9,1.3,4.7
23.9,240,8,8.9,1.1,3.6
24,240,8.1,8.9,1.1,3.4
24,240,8.1,8.9,1.3,2.6
24.1,241,8,8.9,1.1,2.9
24.3,240,8.2,8.9,1.1,2.4
24.8,241,8.2,8.9,1,2.4
25.2,241,8.3,8.9,1,3.8
24.7,241,8.3,8.9,1.1,2.8
24.5,240,8.3,8.9,1.2,3.1
24.9,241,8.3,8.9,1.1,3
24.5,240,8.4,8.9,1.1,3.3
24.6,241,8.3,8.9,1,7.7
24.4,240,8.3,8.9,1.1,4.4
24.4,240,8.3,8.9,1.4,5.9
24.3,240,8.3,8.9,1,4.2
24.3,240,8.3,8.9,1.1,3.1
24.2,240,8.2,8.9,1.4,3.1
24.1,240,8.2,8.9,1.1,3.7
24,240,8.2,8.9,1.4,4.2
24,240,8.2,8.9,1.6,3.8
23.9,240,8.1,8.9,1.2,4.2
23.8,240,8,8.9,1.6,5
23.7,240,8,8.9,1.3,3.3
23.8,240,8.1,8.9,1.3,2.6
23.8,240,8.2,8.9,1.1,5.1
23.9,240,8.2,8.9,1.4,3.1
24,240,8.2,8.9,1.1,3.8
24,240,8.3,8.9,1,3.1
24.1,240,8.3,8.9,1.2,3.3
24.1,240,8.3,8.9,1.1,2.9
24.3,241,8.3,8.9,1.6,2.1
24.5,241,8.4,8.9,1.2,2.7
24.7,241,8.4,8.9,1.1,2.9
24.5,241,8.4,8.9,1.4,3.1
24.3,240,8.5,8.9,1.3,3.5
24.2,240,8.5,8.9,1.4,4.1
24.1,240,8.4,8.9,1.4,4.3
24.1,240,8.5,8.9,1.3,5
24,240,8.4,8.9,1.4,5.5
23.9,240,8.4,8.9,1.7,5.2
23.9,239,8.4,8.9,1.3,4.8
23.9,240,8.4,8.9,1,5.7
23.8,239,8.4,8.9,1.1,3.8
23.8,239,8.3,8.9,1.2,5.2
23.8,240,8.3,8.9,1.3,4.3
23.7,240,8.3,8.9,1.5,9.5
23.7,240,8.3,8.9,1.3,2.8
23.8,240,8.3,8.9,1.3,4.2
23.8,239,8.4,8.9,1.3,3.1
23.9,240,8.5,8.9,1.3,3.3
23.9,240,8.5,8.9,1.3,2.8
24,240,8.5,8.9,1.2,3.6
24.1,240,8.4,8.9,1.3,2.4
24.2,240,8.4,8.9,1.4,2.8
24.2,240,8.4,8.9,1.5,3.5
24.1,240,8.5,8.9,1.7,4.3
24.1,240,8.5,8.9,1.7,4.7
24.2,240,8.6,8.9,1.8,4.3
24.2,240,8.6,8.9,1.9,4.8
24.1,240,8.5,8.9,1.8,4.7
24,240,8.5,8.9,2,5.2
23.8,240,8.3,8.9,1.8,6
23.8,240,8.3,8.9,1.7,5
23.8,240,8.3,8.9,2.7,5.5
23.7,240,8.2,8.9,2.2,5.5
23.7,240,8.2,8.9,1.9,7
23.6,240,8.1,8.9,1.9,7.7
23.6,240,8.1,8.9,2.1,5.2
23.5,240,8.1,8.9,2,6
23.4,240,8,8.8,1.9,5.3
23.4,240,8,8.9,2.1,5.5
23.3,240,8.1,8.9,1.8,5.5
23.3,240,8.1,8.9,1.9,3.8
23.4,240,8.1,8.9,1.6,3.8
23.4,240,8.1,8.9,1.9,4.1
23.5,240,8.2,8.9,1.9,4.3
23.5,240,8.2,8.9,1.8,3.9
23.6,240,8.3,8.9,1.9,4.6
23.8,240,8.3,8.9,1.6,4.1
23.8,240,8.3,8.9,2.1,4.1
24,240,8.4,8.9,1.7,2.5
23.8,240,8.4,8.9,1.8,4.8
23.7,240,8.4,8.9,1.9,4.6
23.6,240,8.4,8.9,2,6.7
23.4,240,8.3,8.9,2,10.2
23.5,240,8.3,8.9,2.1,7.9
23.4,240,8.2,8.9,2.4,8
23.3,240,8,8.9,2.1,5.6
23.3,240,8.1,8.9,2.4,7.5
23.3,240,8.1,8.9,2.2,6.6
23.2,240,8.1,8.9,2.3,6.8
23.1,240,8,8.9,2.3,7.2
23.1,240,8,8.9,2.3,6.3
23,240,7.9,8.9,2.7,6.1
23,240,7.9,8.8,2.4,6
23,240,7.9,8.9,2,5.5
23,241,7.9,8.8,2.5,5.6
23.2,240,8.1,8.9,2,3.3
23.3,240,8.2,8.9,2.1,3.6
23.4,240,8.3,8.9,1.6,3.4
23.7,240,8.4,8.9,1.6,6.5
23.5,240,8.4,8.9,1.8,5.1
23.4,240,8.5,8.9,1.9,4.9
23.4,240,8.4,8.9,2,3.9
23.3,240,8.6,8.9,2,5.5
23.3,240,8.6,8.9,1.9,4.8
23.2,240,8.5,8.9,1.6,4.6
23.8,240,8.6,8.9,2,5.1
23.7,241,8.4,8.9,1.5,5.8
23.6,240,8.4,8.9,2,4.8
23.6,241,8.3,8.9,1.6,4.6
23.6,241,8.3,8.9,2,6.7
23.5,241,8.4,8.9,1.8,4.6
23.4,240,8.4,8.9,1.8,4.6
23.3,241,8.3,8.9,1.8,4.4
23.3,241,8.2,8.9,1.7,4.9
23.2,241,8.2,8.9,1.8,4.9
23.2,241,8.1,8.9,1.7,4.9
23.2,241,8.2,8.9,1.8,4.1
23.1,241,8.2,8.9,1.8,3.9
23.2,241,8.2,8.9,1.2,3.4
23.2,240,8.3,8.9,1.8,5.1
23.2,241,8.3,8.9,1.8,4.1
23.2,240,8.5,8.9,1.8,5.4
23.2,241,8.2,8.9,2,5.4
23.3,241,8.4,8.9,2,5.1
23.9,241,8.4,8.9,1.5,4.4
24,241,8.5,8.9,1.5,3.6
24.2,241,8.6,8.9,1.6,6
24.1,242,8.6,8.9,1.3,3.4
24.2,241,8.6,8.9,1.3,4.9
24.1,242,8.5,8.9,1.4,6.1
24,242,8.4,8.9,1.2,2.5
23.9,242,8.3,8.9,1.2,2.4
23.8,241,8.5,8.9,1.5,4.4
23.8,241,8.5,8.9,1.5,4.2
23.8,241,8.5,8.9,1.6,4.6
23.7,241,8.5,8.9,1.6,4.4
23.7,241,8.4,8.9,1.5,5.7
23.6,241,8.4,8.9,1.7,4.9
23.5,240,8.4,8.9,1.6,4.7
23.4,240,8.4,8.9,1.6,4.7
23.4,240,8.3,8.9,1.5,4.2
23.4,240,8.4,8.9,1.6,4.4
23.5,240,8.4,8.9,1.3,4.9
23.6,241,8.5,8.9,1.3,5.1
23.7,240,8.5,8.9,2.3,5.6
23.7,240,8.6,8.9,1.5,4.1
23.7,240,8.6,8.9,1.5,4.2
25.2,241,8.5,8.9,1.1,2
24.2,240,8.7,8.9,1.1,2.7
24.8,240,8.9,8.9,2,2.3
24.4,241,8.8,8.9,1.1,4.9
24.3,240,8.8,8.9,1.4,3.5
24.2,240,8.8,8.9,1.4,3.7
24.3,240,8.8,8.9,1.3,4.3
24,240,8.6,8.9,1.4,5.2
23.8,240,8.6,8.9,1.4,4.4
23.6,240,8.5,8.9,1.4,6.4
24,241,8.5,8.9,1.3,4
23.9,241,8.5,8.9,1.5,4
24.5,241,8.4,8.9,1.6,3.3
24.3,241,8.4,8.9,1.4,2.8
24.3,241,8.4,8.9,1.3,3.3
24.2,241,8.4,8.9,1.3,3.7
24,241,8.4,8.9,1.3,4.8
24,241,8.4,8.9,1.4,4
23.9,241,8.4,8.9,1.3,4.3
24,241,8.5,8.9,1.3,2.3
23.8,241,8.5,8.9,1.5,2.5
23.8,241,8.5,8.9,1.4,2.5
24,241,8.5,8.9,1.6,3.3
24,241,8.5,8.9,1.4,2.7
23.7,241,8.5,8.9,1.7,2.8
24.2,241,8.5,8.9,1.4,3.4
24.2,241,8.6,8.9,1.5,2.9
24,241,8.5,8.9,1.7,3.5
24.1,241,8.7,8.9,1.8,3.3
24.1,241,8.4,8.9,1.7,4.2
23.8,241,8.2,8.9,2.1,4
23.7,242,8.2,8.9,2.1,5.4
23.7,241,8.2,8.9,2.1,7
23.6,241,8.1,8.8,2.3,4.5
23.6,242,8.1,8.9,1.8,3.5
23.5,241,8.1,8.9,1.9,5
23.5,241,8,8.9,2.1,6.2
23.4,241,8,8.9,2.1,4.3
23.4,242,7.9,8.8,1.8,4.5
23.3,242,7.9,8.8,1.7,5.5
23.3,241,8,8.8,1.9,5.7
23.2,241,8,8.8,2.1,4.9
23.2,242,8,8.8,2.1,2.2
23.3,242,8,8.8,1.7,4.3
23.4,242,8.1,8.9,1.6,3.5
23.6,241,8.2,8.9,1.7,3.3
23.6,242,8.2,8.9,1.6,2.5
23.6,242,8.2,8.9,1.7,2.8
23.7,242,8.3,8.9,1.8,2.8
23.6,242,8.3,8.9,1.6,3.5
23.9,242,8.2,8.9,1.8,3.2
23.9,242,8.1,8.9,1.8,3.3
23.7,242,8.1,8.8,2.1,4
23.6,242,8,8.9,2,3.5
23.4,242,8,8.8,1.9,4.3
23.3,242,7.9,8.8,2.1,4.6
23.4,242,7.9,8.8,2.5,4.7
23.3,242,7.9,8.8,2.4,4.5
23.3,242,7.8,8.8,2.3,5.8
23.2,242,7.8,8.8,2.2,4.3
23.2,242,7.8,8.8,2,4.2
23.1,242,7.8,8.8,2,4.2
23,242,7.7,8.8,1.8,5.3
23,242,7.7,8.8,2,4.3
22.9,242,7.7,8.8,1.9,4.3
22.8,242,7.7,8.8,2,3.3
22.8,242,7.7,8.8,1.6,4.3
22.8,242,7.7,8.8,2,3.4
22.9,242,7.7,8.8,1.7,3.3
23,242,7.8,8.8,1.7,3.1
23.1,242,7.8,8.8,1.8,2.8
23.3,242,7.9,8.8,1.7,2.8
23.5,243,7.9,8.8,1.5,3.5
23.1,242,8,8.8,1.8,2.7
23.7,242,8.1,8.8,1.5,2.2
23.7,243,8,8.8,1.8,2.8
23.5,242,8.1,8.8,1.4,3.5
23.4,242,8,8.8,1.7,3.2
23.2,242,8,8.8,1.6,3.3
23.2,242,7.9,8.8,1.7,2.8
23,242,7.8,8.8,1.9,3.6
23,242,7.8,8.8,1.9,4
22.9,242,7.8,8.8,1.7,3.3
22.8,242,7.7,8.8,1.6,3.2
22.8,242,7.7,8.8,1.7,3.8
22.8,242,7.6,8.8,1.5,2.5
22.7,242,7.7,8.8,2,3.3
22.6,242,7.6,8.8,1.7,3.3
22.6,242,7.5,8.8,1.7,2.2
22.6,242,7.5,8.8,1.7,2
22.6,242,7.6,8.8,1.9,3.7
22.6,241,7.6,8.8,1.6,2.5
22.7,242,7.7,8.8,1.7,3
22.8,241,7.7,8.8,1.6,2.3
22.8,242,7.8,8.8,1.7,2.8
23,242,7.8,8.8,1.6,2.5
23.1,242,7.8,8.8,1.7,1.7
23,242,7.8,8.8,1.8,2.8
23.1,242,8,8.8,1.8,3.2
23.2,242,8,8.8,1.7,3.5
23.2,242,8.1,8.8,1.9,3.5
23,242,8,8.8,2.7,3.6
22.8,242,7.8,8.8,2.3,3.1
22.7,242,7.7,8.8,2.2,3.6
22.7,242,7.7,8.8,2.2,4.4
22.6,242,7.7,8.8,1.9,4
22.6,242,7.7,8.8,2,5.1
22.6,242,7.7,8.8,2.3,3.8
22.6,242,7.6,8.8,2.2,3.6
22.5,242,7.6,8.8,1.9,4.8
22.5,242,7.6,8.8,1.9,3.4
22.5,242,7.6,8.8,2.1,4.3
22.4,242,7.6,8.8,2,3.5
22.4,242,7.5,8.8,1.6,4.1
22.4,242,7.5,8.8,1.8,3.9
22.5,242,7.6,8.8,2.2,3.1
22.5,242,7.6,8.8,1.9,3.1
22.6,242,7.7,8.8,1.9,3
22.7,242,7.7,8.8,1.9,2.9
22.7,242,7.8,8.8,1.8,2.8
22.9,242,7.8,8.8,1.8,2.2
22.9,242,7.8,8.8,1.9,2.6
23.2,242,8,8.8,1.8,2.4
23.3,242,8,8.8,1.8,2.6
23.1,242,8,8.8,2,2.8
22.9,242,7.9,8.8,2.3,3.3
22.8,242,7.8,8.8,2.4,4.6
22.8,242,7.8,8.8,2.4,3.3
22.8,242,7.8,8.8,2.3,4.8
22.7,242,7.8,8.8,2.5,3.8
22.7,242,7.8,8.8,2.2,3.8
22.6,242,7.8,8.8,2.1,3.5
22.6,242,7.8,8.8,1.9,2.9
22.5,242,7.7,8.8,1.6,4
22.4,242,7.6,8.8,1.6,3
22.3,242,7.6,8.8,2,3
22.3,242,7.6,8.8,1.7,3.6
22.3,243,7.5,8.8,1.6,3
22.3,242,7.7,8.8,2.3,3.4
22.3,242,7.6,8.8,1.7,2.6
22.5,242,7.8,8.8,1.8,2.6
22.5,242,7.8,8.8,1.7,3
22.5,242,7.8,8.8,1.8,3.2
22.5,242,7.8,8.8,1.7,3.1
22.8,243,7.9,8.8,1.5,2.3
22.9,243,8,8.8,1.6,2.5
22.8,243,7.9,8.8,1.7,2.9
22.7,242,8,8.8,1.6,2.9
22.6,243,7.9,8.8,2,2.8
22.4,243,7.8,8.8,2.4,2.9
22.4,243,7.6,8.8,2.6,3.4
22.3,243,7.6,8.8,2.7,5.7
22.3,243,7.5,8.8,2.6,6
22.3,243,7.5,8.8,2.5,5.7
22.3,243,7.4,8.8,2.6,3.6
22.2,243,7.4,8.8,2.8,4.9
22.2,243,7.5,8.8,2.8,4.1
22.1,243,7.5,8.8,2.6,4.4
22.1,243,7.4,8.8,2.5,4.6
22,243,7.4,8.8,2.3,3.3
22,243,7.3,8.7,2.5,3.1
21.9,243,7.3,8.7,2.5,4.6
21.9,243,7.2,8.7,2.2,3.8
21.9,243,7.2,8.7,2.3,2.3
21.9,243,7.3,8.7,2.2,3.4
21.9,243,7.4,8.7,2.5,3.9
21.9,243,7.5,8.7,2.9,6.7
22,243,7.6,8.7,2.8,4.4
22,243,7.5,8.7,2.5,3.2
22,243,7.5,8.7,2.4,2.9
21.9,243,7.5,8.7,2.5,2.8
21.9,243,7.5,8.7,2.9,3.4
21.9,243,7.5,8.7,2.9,2.9
21.8,243,7.6,8.7,3,3.1
21.7,243,7.6,8.7,2.7,3.4
21.6,243,7.5,8.7,2.8,4.2
21.6,244,7.4,8.7,2.4,4.2
21.6,243,7.4,8.7,3.1,2.8
21.6,243,7.4,8.7,3.2,3.4
21.5,244,7.4,8.7,2.6,3.2
21.5,243,7.4,8.7,2.9,3.7
21.5,244,7.2,8.7,2.5,7.1
21.4,243,7.3,8.7,3,3.8
21.4,244,7.2,8.7,2.5,2.6
21.3,244,7.2,8.7,2.7,5.8
21.3,243,7.3,8.7,2.8,3.1
21.2,243,7.3,8.7,2.9,4
21.2,243,7.4,8.7,2.8,3.4
21.2,242,7.4,8.7,2.7,2.8
21.4,244,7.5,8.7,2.4,3.2
21.5,244,7.6,8.7,2.6,5
21.8,244,7.6,8.7,2.3,3.6
21.9,245,7.7,8.7,2.4,3.5
21.6,244,7.6,8.7,2.5,3.6
21.5,244,7.6,8.7,2.9,3.9
21.5,244,7.7,8.7,2.9,3.9
21.6,244,7.7,8.7,2.9,3.7
21.4,244,7.7,8.7,3.2,4.7
21.4,244,7.7,8.7,3.3,5.1
21.3,244,7.7,8.7,2.9,6.3
21.4,244,7.7,8.7,3,7.6
21.4,244,7.7,8.7,3.2,6.6
21.4,244,7.7,8.7,3,4.5
21.3,244,7.7,8.7,2.7,8.8
21.3,244,7.7,8.7,3,5.6
21.2,244,7.7,8.7,2.9,5.8
21.2,244,7.7,8.7,2.8,6.2
21.1,244,7.6,8.7,2.8,5.4
21.1,244,7.6,8.7,2.6,5.1
21,244,7.6,8.7,2.8,5.1
21,244,7.6,8.7,2.8,5.1
21.1,244,7.7,8.7,2.9,3.6
21.3,244,7.7,8.7,3,5.1
21.4,244,7.8,8.7,2.7,4.9
22.1,245,7.9,8.7,2.6,5.9
22.1,245,7.9,8.7,2.2,2.9
22,244,8,8.7,2.3,3.5
21.8,244,8.1,8.7,2.2,3.7
21.9,244,8.2,8.7,2.1,4.1
22.6,245,8.1,8.7,1.8,3
21.5,244,8.2,8.8,2.2,4.6
21.4,244,8.2,8.8,2.2,4.1
21.3,244,8.2,8.8,2.2,7.1
21.3,244,8.1,8.7,4.6,8.5
22.4,245,8.3,8.8,2.1,4
22.4,245,8.2,8.7,2,3.5
22.4,245,8.2,8.7,1.9,4.1
22.3,245,8.2,8.7,1.9,4.6
22.2,245,8.2,8.7,1.8,4.9
22.1,245,8.2,8.7,1.9,3.1
22,245,8.2,8.7,1.8,4.4
21.9,245,8.2,8.7,1.8,4.8
21.8,245,8.1,8.7,1.9,4
21.7,245,8.1,8.7,1.8,4.7
21.7,245,8.2,8.7,1.8,3.8
21.8,245,8.2,8.7,1.8,3.5
21.8,245,8.2,8.8,1.7,3.4
21.8,244,8.2,8.8,1.7,4.2
21.8,244,8.2,8.8,1.8,4.2
21.6,244,8.3,8.8,1.8,3.5
22.2,245,8.3,8.8,1.6,3.4
22.8,245,8.3,8.8,1.5,2.5
22.7,245,8.4,8.8,1.7,3.4
22.2,244,8.4,8.8,1.8,3.5
23,245,8.4,8.8,1.5,2.4
23.3,246,8.4,8.7,1.6,2.8
22.9,245,8.5,8.8,1.5,3.4
22.9,245,8.5,8.8,1.8,3.1
22.7,245,8.5,8.8,1.6,2.9
22.7,245,8.4,8.8,1.6,3.4
22.6,245,8.4,8.8,1.7,3.4
22.6,245,8.4,8.8,1.6,2.6
22.5,245,8.4,8.8,1.5,3.8
22.3,245,8.4,8.8,1.5,3.5
22.3,245,8.4,8.8,1.5,4.4
22.1,245,8.3,8.8,1.4,3.8
22,245,8.3,8.8,1.3,3
21.9,245,8.3,8.8,1.7,2.4
22,245,8.3,8.8,1.3,2.2
22,245,8.3,8.8,1.3,2
22.1,245,8.3,8.8,1.5,3.5
22.2,245,8.4,8.8,1.4,2.9
22.9,245,8.4,8.8,1.2,2.4
23.1,245,8.4,8.8,1.1,2.6
23.2,245,8.5,8.8,1.2,2.6
23.1,245,8.6,8.8,1.2,3.4
22.2,244,8.6,8.8,1.7,2.6
22.2,244,8.7,8.8,1.7,2.6
22.7,245,8.7,8.8,1.6,2.8
22.4,245,8.7,8.8,1.5,2.8
23.2,245,8.8,8.8,1.4,3.1
23.4,245,8.7,8.8,1.4,3.2
23.4,246,8.7,8.8,1.4,2.6
23.3,246,8.7,8.8,1.2,1.8
23.3,245,8.7,8.8,1.4,2.2
23.2,245,8.7,8.8,1.4,2.5
23.1,245,8.6,8.8,1.3,2.2
23,245,8.6,8.8,1.2,2.8
22.9,245,8.6,8.8,1.4,2.4
22.8,245,8.6,8.8,1.2,2.8
22.8,245,8.5,8.8,1.4,2.8
22.7,245,8.5,8.8,1.3,2.8
22.7,245,8.5,8.8,1.2,2.6
22.8,245,8.6,8.8,1.2,3.8
23,245,8.7,8.8,1.1,1.3
23,246,8.7,8.8,1.1,2.3
23.7,246,8.7,8.8,1.2,1.9
23.3,246,8.8,8.8,1,2.5
23.3,245,8.8,8.8,1.1,2.4
23.7,246,8.8,8.8,1.2,2.1
24,246,8.8,8.8,1,1.9
23.8,246,8.8,8.8,1,1.7
22.9,245,8.9,8.8,1.3,2.6
23.2,245,9,8.8,1.4,2.8
23.6,246,8.9,8.8,1.4,2.6
23.7,246,8.9,8.8,1.4,3.8
24,246,8.9,8.8,1.4,2.4
23.8,246,8.8,8.8,1.4,1.7
23.9,246,8.8,8.8,1.3,2.4
23.8,246,8.8,8.8,1.4,3.6
23.7,246,8.8,8.8,1.5,3.6
23.6,246,8.8,8.8,1.6,3
23.5,246,8.7,8.8,1.4,3.2
23.4,246,8.7,8.8,1.4,2.5
23.4,246,8.7,8.8,1.4,3.6
23.2,246,8.6,8.8,1.3,3.8
