Temperature,Specific conductance,Dissolved oxygen,pH,Turbidity,Chlorophyll
21.2,249,11,9,8.6,17.3
21.1,249,11.1,9,6.5,17.1
21.1,249,11.2,9,7.3,18.2
21.2,249,11.6,9,6.5,10.8
21.2,248,11.8,9.1,20.4,26.6
21.3,248,12.3,9.1,8.2,14.5
21.1,248,11.7,9,7.2,14.5
21.1,248,11.8,9,7,15.2
21.1,248,11.9,9,6.2,12.4
21.6,247,12.2,9.1,10.3,13.9
22.1,247,13.3,9.2,6.6,11.9
21.2,248,12,9,6.6,24.6
21.1,248,12.4,9,7.7,15.7
21.6,248,12.5,9.1,8,39.9
22.1,248,12.3,9.1,6.8,24.1
22.3,248,12.1,9.1,6.6,20.9
22.2,249,11.8,9.1,5.5,18.6
22.2,249,11.6,9,6.1,9.4
22.2,249,11.5,9,8.3,13.7
22,249,11.5,9,10.1,13.2
22,249,11.3,9,7.9,22
21.8,249,11.5,9,7.3,18.2
21.6,249,11.4,9,8.1,19.2
21.6,249,11.3,9,6.6,21.8
21.5,249,11.1,9,4.3,14.9
21.6,249,11.2,9,3.9,20
21.5,249,11.3,9,6,14.2
21.4,249,11.4,9,5.6,18.9
21.5,248,11.9,9.1,6.7,19.4
21.5,248,12.3,9.1,8.9,18.1
21.6,248,12.5,9.1,8.6,16.3
21.9,248,12.5,9.1,7.6,15.5
22,248,12.7,9.1,8.2,13.8
22.2,248,12.8,9.1,5.6,12
22.3,248,13,9.2,6.2,12.7
21,249,11.3,9,4.5,25.4
21.3,249,11.6,9,7.3,13.2
21.1,248,11.5,9,9.2,18.6
21.1,249,11.5,9.1,9.3,27.2
21.2,249,11.6,9.1,11,21.1
21.2,249,11.6,9.1,10.4,26.9
21.1,249,11.5,9.1,14.6,24.6
21.1,249,11.3,9.1,13.7,17.9
21.1,249,11.2,9,13.1,15.1
21,249,11.1,9,10.8,29
21,249,11.2,9,8.9,19.4
21,249,11,9,7.8,19.2
20.9,249,10.7,9,7.2,18.6
20.8,249,10.3,9,7.3,16.9
20.7,250,10.2,9,7.2,15.6
20.7,250,10.2,9,8,19.7
20.7,249,10.4,9,7.3,14.2
20.7,249,10.3,9,7.4,16
20.7,250,10,9,7.7,13.8
20.7,250,10,9,7.5,16
20.7,250,10.1,9,7,17
20.8,250,10.1,9,7.2,16.1
20.8,250,10,9,7.1,17.3
20.7,250,10,9,7.8,16.9
20.7,250,10,9,7.6,17.6
20.7,250,10.1,9,6.2,22.9
20.6,250,9.9,9,8.3,33.4
20.6,250,9.9,9,8.9,18.4
20.5,250,9.8,9,8.9,17.8
20.5,250,9.6,9,8.3,25.3
20.4,250,9.4,8.9,7.9,21.2
20.4,250,9.4,8.9,5.4,15.6
20.3,250,9.3,8.9,6.3,22
20.2,250,9.3,8.9,7.3,28
20.2,250,9.2,8.9,7.2,22.6
20.2,250,9.1,8.9,6.9,33.7
20.1,250,9.1,8.9,7,23.2
20.1,250,9.1,8.9,6.8,27
20.1,250,9.1,8.9,7.6,17.5
20,250,9.2,8.9,6,17.9
20,250,9.2,8.9,7,22.4
20,250,9.2,8.9,7.8,17.2
20,250,9.2,8.9,6.9,20.3
20,250,9.4,8.9,6.9,20.3
20,250,9.5,8.9,6.6,18.8
20,250,9.5,8.9,7.8,18.8
20,250,9.4,8.9,7.3,17.3
20,250,9.3,8.9,7.8,19.4
20,250,9.3,8.9,7.1,19.7
19.9,250,9.2,8.9,7.4,22.2
19.9,250,9.2,8.9,6.6,25.9
19.9,250,9.1,8.9,9.4,18.6
19.8,251,9.1,8.9,8.9,16.6
19.8,250,9.1,8.9,7.7,25.3
19.7,251,9,8.9,7.4,17.4
19.7,251,9,8.9,7.8,34.4
19.6,250,9,8.9,6.3,21.7
19.6,250,8.9,8.9,6.8,24.6
19.6,251,8.8,8.9,6.6,21.9
19.5,250,8.7,8.9,6.6,22.9
19.5,251,8.6,8.9,6.5,32.9
19.4,251,8.5,8.9,6.7,20.5
19.4,251,8.6,8.9,3.9,9.7
19.4,250,9,8.9,7.2,24.8
19.5,250,9.1,8.9,7,19.7
19.6,250,9.1,8.9,7.2,20.7
19.8,250,9.2,8.9,7.1,17.8
20,250,9.3,8.9,6.8,12.9
19.7,251,8.9,8.9,7.8,15.8
20,250,9.3,8.9,9.3,16.9
20.2,250,9.7,9,7.5,18.4
20,250,9.9,9,5.5,19.3
19.7,250,9.6,8.9,8.9,28.3
19.8,250,9.7,9,4.9,40.6
19.9,250,9.9,9,7.4,35.4
19.7,250,9.6,9,11.8,38.8
19.7,250,9.7,9,8.2,47.2
19.7,250,9.7,9,6.3,31.7
19.7,250,9.5,9,8,20.6
19.7,250,9.6,9,7.1,33.1
19.6,251,9.4,8.9,6,19
19.6,250,9.4,8.9,8.7,27.9
19.6,251,9.3,8.9,8.2,28.8
19.6,251,9.2,8.9,6.6,16
19.6,251,9.2,8.9,9.6,28.1
19.5,251,9.1,8.9,8.6,25.9
19.5,251,9.2,8.9,7.9,21.9
19.6,250,9.5,9,6.6,52.4
19.7,250,9.9,9,4.4,28.9
20,250,10.5,9,9.2,27.1
20,250,10.8,9,13,23.5
19.9,249,11.1,9,9,21.9
20.4,250,11.7,9.1,10.2,19.8
19.7,250,10.2,9,9.4,27.8
20.4,250,10.6,9,8.5,19.7
20,249,11.1,9,10.3,28.1
20.1,249,11.2,9,9.1,25.9
20,249,11.1,9,9,37.7
20,249,10.8,9,8.4,56
19.8,249,10.8,9,10.6,27.3
19.7,250,10.6,9,7,34.1
19.7,250,10.1,9,8.5,19.7
19.6,250,10.1,9,7.6,16.5
19.7,250,10.4,9,11.1,25.2
19.8,251,9.9,9,10.7,27.3
19.9,250,9.9,9,10.4,35.9
19.8,251,9.8,9,7.8,30.5
19.7,251,9.7,9,6.8,33.5
19.7,251,9.5,9,5.1,27.9
19.6,252,9.5,8.9,9,33.6
19.6,252,9.5,8.9,8.3,32.8
19.6,251,9.5,8.9,14.1,28.3
19.5,250,9.8,9,8.3,27
19.5,250,9.9,9,9.8,23.2
19.4,250,9.8,9,8.7,27.4
19.5,250,10.2,9,8.9,26.6
19.5,250,10.4,9,10.1,30.4
19.6,249,10.7,9,10.2,27.8
19.6,250,10.4,9,9.8,26.1
19.8,249,11.3,9.1,10,38.4
19.9,249,11.5,9.1,11.1,33.3
19.6,249,11,9,10.2,27.5
19.5,249,10.8,9,9.1,34.2
19.4,249,10.6,9,11.9,41.9
19.3,250,10.2,9,10,31.6
19.1,250,9.8,9,8.5,21.1
19.1,250,9.4,9,7.1,35.1
19.1,251,9.4,8.9,8,35.7
19,250,9.3,8.9,7.3,26.2
19,251,9.1,8.9,5.8,30.7
18.9,251,9,8.9,7.1,31.8
18.9,251,8.8,8.9,6.6,25.8
18.9,251,8.8,8.9,5.3,38.1
18.8,251,8.8,8.9,7.2,23.6
18.8,251,8.8,8.9,6.4,22
18.8,251,8.9,8.9,9,28.1
18.8,251,9,8.9,5.2,28.5
18.8,250,9.1,8.9,6.9,23.7
18.9,251,9.2,8.9,6.2,19.7
19.1,250,9.5,9,8.3,12.2
19.4,250,9.6,9,6.3,17.3
19.3,250,9.6,9,6.6,14.6
19.2,250,9.7,9,7.6,19.4
19.1,250,9.8,9,10.7,31.1
19,251,9.7,9,9.9,29.8
18.9,251,9.5,8.9,7.8,37.9
18.9,251,9.6,8.9,8.8,28.1
18.8,251,9.3,8.9,6.3,31.5
18.7,251,9.2,8.9,8.5,34.2
18.7,251,9.2,8.9,7.9,20.4
18.7,251,9.2,8.9,10.5,38.8
18.6,252,9.1,8.9,4.4,20.9
18.6,251,9,8.9,7.9,22.8
18.5,251,8.9,8.9,6.3,40.5
18.5,251,8.9,8.9,7.5,42.5
18.4,251,8.9,8.9,7,35.2
18.4,251,8.8,8.9,8.1,26.4
18.3,252,8.8,8.9,8.8,30
18.3,251,8.8,8.9,8.1,24.6
18.3,251,9,8.9,8.1,27.9
18.4,252,9.3,8.9,7.9,35.3
18.4,251,9.3,8.9,9.4,25.5
18.7,251,9.8,9,8.8,30.3
18.7,250,10.1,9,9.4,48.8
18.6,250,10.3,9,11.8,25.7
18.7,250,10.7,9,9.7,31.2
18.5,250,10.8,9,9,24.4
18.4,250,10.2,9,9.4,39.6
18.4,250,10.4,9,11.4,33.8
18.4,250,10.2,9,9.8,41.1
18.3,250,10,9,9.7,44.3
18.2,250,9.6,8.9,8.5,31.4
18.2,250,9.5,8.9,9,38.4
18.1,251,9.3,8.9,6.3,33.6
18.1,251,9.3,8.9,7.4,35
18,251,9.1,8.9,5.6,24.3
18,251,9,8.9,6.8,29.3
18,251,9,8.9,7.3,35.7
17.9,251,8.9,8.9,7.7,34.5
17.9,251,8.9,8.9,8,28.1
17.9,251,8.7,8.9,7.2,21.6
17.8,251,8.6,8.9,5.9,35.3
17.8,251,8.7,8.9,7.1,32.7
17.7,251,8.7,8.9,7.3,38.4
17.7,251,8.9,8.9,7.5,56.3
17.7,251,9,8.9,8.3,30.2
17.7,251,9.1,8.9,8.5,31.4
17.8,250,9.2,8.9,7.5,29.4
17.8,250,9.3,8.9,7.4,28
17.8,250,9.3,8.9,8.3,27.3
17.8,250,9.4,8.9,8.1,28.2
17.8,250,9.4,8.9,7.7,30.5
17.7,250,9.5,8.9,8.3,29.8
17.7,250,9.3,8.9,8.5,32.3
17.6,250,9.2,8.9,8.2,59.1
17.5,250,9.1,8.9,8.5,57.8
17.5,250,9.2,8.9,7.7,37.8
17.5,250,9.1,8.9,8.2,42
17.4,250,9.2,8.9,8.9,28.8
17.4,251,9.1,8.9,7.7,67.2
17.4,250,9,8.9,8.2,47.7
17.3,251,9,8.9,7.7,31.6
17.3,251,9,8.9,8.3,21.9
17.3,251,8.8,8.9,7.8,32.6
17.2,251,8.7,8.9,8.2,33.4
17.2,251,8.6,8.9,8.5,76.1
17.2,251,8.7,8.9,11,72.6
17.2,250,8.9,8.9,7.8,32.9
17.2,250,9.2,8.9,8.8,33.2
17.4,250,9.7,9,7.7,32.8
17.6,250,10,9,9.7,32.8
17.7,249,10.2,9,9.2,36.6
17.4,250,9.8,8.9,7,37.1
17.7,249,10.5,9,7.9,36.6
17.3,250,9.5,8.9,6.2,52.5
17.4,250,10.2,9,10.7,45.7
17.6,249,10.6,9,7.1,40.6
17.4,250,10.1,9,7.7,47.6
17.4,250,9.9,8.9,8.3,54.4
17.3,250,9.8,8.9,11.2,43
17.3,250,9.6,8.9,9.7,47.7
17.2,251,9.3,8.9,9.7,54.4
17.2,251,9.3,8.9,8.9,74.8
17.2,251,9.2,8.9,8.6,59.5
17.1,251,9.1,8.9,4.3,35.3
17.1,252,9,8.9,8.3,30
17,251,9,8.9,5.9,57.5
17,252,9,8.9,9.3,22
17,252,9,8.9,10.8,28.4
17,251,9,8.9,10,71.8
16.9,251,9.1,8.9,8.2,25.1
17,251,9.2,8.9,7.9,25.7
17.1,250,9.6,8.9,10.4,36.8
17.3,250,10,8.9,9.3,34.6
17.4,250,10.2,9,7.3,28.5
17.7,250,10.3,9,8.4,24.8
17.5,249,11.2,9,10,34.6
17.3,249,11.2,9,9,29.2
17.3,248,11.8,9,13.2,44.1
17.3,248,11.9,9.1,12,54.5
18.3,249,11.9,9.1,26.6,42.2
17.6,249,11.5,9,8.3,50.8
17.7,250,11,9,10.6,60.9
17.7,250,10.8,9,13.4,36.3
17.8,250,10.8,9,10.9,39.4
17.8,250,10.9,9,11.1,115
17.9,250,10.8,9,10.9,48.4
17.8,250,10.6,9,10.8,47.7
17.8,250,10.5,9,9.9,32.4
17.7,251,10.4,9,8.2,35.6
17.6,250,10.4,9,8.8,55
17.6,250,10.3,9,10.6,28.4
17.5,251,10.3,9,9.2,43.8
17.4,251,10.2,9,7.8,97
17.4,250,10.4,9,11.3,43.4
17.5,250,10.8,9,8.7,40.3
17.5,250,11.3,9,10.2,49.9
17.6,250,11.5,9.1,12.1,95.8
17.5,249,11.5,9,10.1,52.5
17.3,250,10.7,9,8.5,31.9
18.3,248,12.7,9.1,15,41.4
18.1,249,11.9,9,11.1,38.9
18.2,249,11.8,9,9.8,39.2
17.5,249,11.8,9,8.3,38.1
17.8,248,12.4,9.1,9,67.9
18.7,248,13.2,9.2,9.4,40.5
18.4,248,13,9.1,29.4,62.8
18.7,249,12.6,9.1,15.7,37.8
18.7,249,12.6,9.1,13,42.3
18.7,249,12.5,9.1,12,62.4
18.6,249,12.3,9.1,11.4,62.1
18.5,249,12.2,9.1,15.5,40
18.5,249,12.2,9.1,9,29.3
18.4,249,12,9.1,20.8,45.9
18.4,249,11.9,9.1,13.1,30.7
18.3,249,11.8,9.1,13.9,48.1
18.2,250,11.7,9.1,9.6,39
18.1,250,11.6,9,10,56.7
18,249,11.9,9.1,15.8,46.1
18.1,249,12.4,9.1,6.1,63.1
18.2,248,13.4,9.2,17,48.5
18.2,248,13.3,9.2,43.7,54
18.3,248,13.5,9.2,12.3,48
18.1,248,12.7,9.1,11.6,45.1
17.8,249,12.1,9,3.9,35.4
18.2,246,15.6,9.3,17.6,29.5
18.4,244,17,9.3,14.9,40.8
20.1,245,16.2,9.4,19.3,40.8
19.2,246,16,9.3,11,64.3
19.2,246,15.5,9.3,10.5,59.7
19,246,14.9,9.2,10.7,56.6
19,246,15.1,9.2,14.9,37.9
19.3,247,14.4,9.2,14.9,36.3
19.4,247,14.2,9.2,13.9,40.5
19.3,247,14.2,9.2,8,41.4
19.3,247,14,9.2,13.5,47.6
19.2,247,13.8,9.2,6.5,32.4
19.1,247,13.8,9.2,16.7,41.1
19,247,13.7,9.2,38.4,31.5
18.9,247,13.5,9.2,15.6,37.1
18.7,247,13.5,9.2,13.5,45.2
18.6,247,13.4,9.2,29.2,43.5
18.6,247,13.4,9.2,11.7,40.3
18.6,247,13.7,9.2,19.2,61.5
18.6,246,14.5,9.2,20.4,39.9
18.6,246,15,9.3,29.5,73.3
18.8,245,16.2,9.4,36.5,65.4
18.4,246,14.1,9.2,10.4,47
18.5,246,14.6,9.3,7.9,40.4
19.7,244,17.5,9.4,17.7,42.3
19.8,246,15,9.3,14.2,49.2
20,244,16.9,9.4,13.4,69.6
20,245,16.3,9.3,13.8,50.6
20.3,245,15.8,9.4,7.6,40.8
20,245,16.2,9.3,15.7,98.7
20.1,243,15.9,9.4,16.8,35
20.1,244,15.6,9.4,15.5,39.7
20.1,242,15.4,9.4,14.6,49.5
19.9,244,15.2,9.3,19.8,44.1
19.7,244,14.9,9.3,12.2,36.4
19.5,244,14.6,9.3,18,40.4
19.3,243,14.2,9.3,15,46.4
19,245,13.7,9.3,15.8,40.9
18.8,246,13.4,9.2,13.7,40.6
18.9,245,13.7,9.3,7.7,57.1
18.7,245,13.2,9.3,15.5,51
18.6,245,13.2,9.3,11.3,49.2
18.7,243,13.8,9.3,17.4,39.2
18.8,243,14.8,9.3,34.5,59.4
19.1,243,15.7,9.4,15.6,75.8
19.3,242,16.7,9.4,28.1,60.8
18.9,242,15.1,9.3,29.4,37.6
18.7,244,14,9.3,9.8,38.1
19.3,239,17.4,9.4,14.2,38.4
20.6,241,18.5,9.5,12.9,41.6
21.1,242,18.1,9.5,16.8,63
20.8,242,18.3,9.5,32.2,61.5
21.2,241,17.2,9.4,11.5,46.2
21.1,241,17,9.5,9.2,44.9
20.7,236,17,9.4,15.4,51.7
20.8,238,16.3,9.4,35.7,45.9
20.7,241,15.9,9.4,17.7,52.2
20.5,237,15.8,9.4,15.5,32.2
20.4,235,15.5,9.4,10.5,30.9
20.2,235,15.2,9.4,15.9,42.2
20.1,235,15.1,9.4,15.3,59.6
20,235,14.9,9.4,24.8,45.7
19.9,236,14.8,9.4,14,43.3
19.7,236,14.6,9.4,12.6,33.8
19.6,235,14.4,9.3,28.9,39.6
19.5,234,14.5,9.3,12.6,48.3
19.5,234,14.8,9.4,15.9,38.9
19.5,234,15.2,9.4,28.2,78.2
19.5,236,15.8,9.4,18.7,62.9
19.5,236,16.3,9.4,37.8,52.4
19.3,239,15.4,9.3,16.3,34.4
20.3,236,16,9.4,13,31.3
19.3,240,13.6,9.2,8.5,36
19.6,238,15,9.4,20,33.6
19.8,235,16.2,9.4,12.6,55.7
19.7,237,15.9,9.4,16.5,41.1
20.3,235,16.2,9.4,15.2,31.6
20.3,232,16.7,9.4,16.4,34.4
20.4,231,16.8,9.4,16,36.8
20.7,228,16.9,9.4,15.6,31.8
20.5,227,16.7,9.4,13.4,26.8
20.4,231,16.6,9.4,19.3,35.1
20.3,228,16.2,9.4,36.7,30
20.2,225,16,9.4,30,31.6
20,227,15.8,9.4,15.1,31.8
19.9,226,15.5,9.4,25.9,27
19.8,225,15.3,9.3,18.8,23.8
19.7,228,15.1,9.3,25.6,30.8
19.6,228,14.9,9.3,16.8,42.9
19.5,229,14.9,9.3,20.2,34.6
19.4,230,15.2,9.4,12.2,38.4
19.4,232,15,9.4,29.4,33.3
18.9,240,12.5,9.2,13.2,22.5
18.4,244,11.1,9.1,9.8,20.2
18.6,245,10.8,9,9.5,19
19.2,241,12.4,9.2,12.5,25.3
19.5,240,12.8,9.2,13.9,29.3
19,241,12,9.2,13.8,25.1
19.2,240,12.3,9.2,14.7,19.8
19,240,12.1,9.2,13.8,24.1
18.9,240,11.7,9.2,13.2,36.8
18.8,240,11.4,9.2,10.4,36.7
18.6,239,11.4,9.2,12,18.3
18.6,238,11.5,9.2,14.1,36.7
18.7,237,11.7,9.2,16.2,34.8
18.7,234,11.6,9.2,13.9,20.7
18.6,237,11.5,9.2,14.9,25
18.5,236,11.4,9.2,15.9,32.4
18.4,237,11.3,9.2,14.5,32.4
18.4,236,11.2,9.2,11.7,45.7
18.3,234,11,9.2,13.3,33.1
18.2,236,10.8,9.2,14.9,29.6
18.1,237,10.8,9.2,9.1,27.8
18,237,10.7,9.2,35.3,20.8
18,236,10.8,9.2,11.6,34.5
18,236,11.4,9.2,13.4,32.7
18,237,11.4,9.2,12.6,38.1
18.1,237,11.5,9.2,15.2,31.9
18.2,237,11.8,9.2,9.6,29.1
18.3,239,11.9,9.2,14.6,30.2
18.4,236,12.8,9.3,16.5,39.1
18.1,235,12.8,9.3,12.4,33.2
18,236,12.3,9.2,13.6,44.1
17.9,237,12.4,9.2,12,21.2
17.9,236,13,9.3,19.4,34
17.8,238,12.5,9.2,13.8,37.5
17.8,240,11.4,9.2,12.7,30.4
17.7,239,11.1,9.2,14.3,24.7
17.6,242,10.9,9.1,13.6,30.5
17.5,243,10.2,9.1,12.6,28.1
17.4,244,10,9.1,12,15.4
17.4,243,9.6,9,9.1,39.4
17.3,244,9.9,9.1,11.1,29.4
17.2,244,9.7,9.1,10.8,39.1
17.2,243,9.7,9.1,10.3,35.5
17.1,242,9.8,9.1,13.6,22.7
17.1,242,9.6,9.1,10.9,18.3
17,243,9.6,9.1,11.6,26.6
17,242,9.6,9,11,35.3
17.1,243,9.8,9,10.4,23.1
17.1,243,9.8,9.1,12.4,26.3
17.1,242,10,9.1,11.6,27.2
17.1,243,10.2,9.1,11,27.7
17.1,242,10.4,9.1,11.5,30.1
17.1,241,10.6,9.1,11.4,35.1
17.1,241,10.7,9.1,13.3,25.4
17,241,10.6,9.1,11.2,22.4
17,241,10.1,9.1,9.4,24.3
17,241,10,9.1,12.4,18.6
17,241,9.7,9.1,13,19.5
17,241,9.5,9.1,12,21.6
16.9,241,9.5,9.1,9.3,18.6
16.9,242,9.1,9,13,19.7
16.8,242,8.9,9,12.2,20.1
16.8,242,9,9,11,22.9
16.8,242,9,9,10,18.5
16.7,242,8.9,9,9.6,20.9
16.7,242,9,9,12.4,28.8
16.6,242,9,9,12.5,30.4
16.6,242,8.9,9,10.3,19.1
16.6,242,8.8,9,15.1,22.1
16.6,242,8.8,9,12.9,28.3
16.6,242,9,9,9.9,27.1
16.6,242,9.2,9,12.1,18.2
16.7,242,9.3,9,16.4,37.6
16.8,241,9.7,9.1,23.6,22.2
17,241,10.4,9.1,14.4,29.3
16.9,241,10.5,9.1,20.9,31.7
16.7,240,10.5,9.1,14.2,23.6
16.7,240,10.4,9.1,20.4,36.4
16.9,240,11.7,9.2,14.8,29.8
17.6,241,12,9.2,14.1,32.4
17.4,239,11.9,9.2,18.2,33.7
17.2,239,11.7,9.2,11,32.4
17.2,239,11.7,9.2,15.5,28.3
17.1,241,11.7,9.2,14.8,37.9
16.9,240,11.3,9.2,14.6,34.8
16.8,240,10.8,9.1,14.7,26.6
16.8,242,10.8,9.1,13.4,33.6
16.8,241,10.6,9.1,13.5,17.3
16.8,242,10.5,9.1,15.7,34
16.7,242,10.4,9.1,15.1,23.1
16.7,242,10.2,9.1,15.4,34.3
16.7,242,10,9.1,14.4,37.3
16.6,242,9.6,9,15.9,29.8
16.6,242,9.5,9,15.3,34.9
16.6,242,9.6,9,15.2,29.8
16.6,242,9.8,9.1,15.3,18
16.6,242,10,9.1,15.4,31.2
16.6,242,10.1,9.1,14.5,32.8
16.6,242,10,9.1,15.2,31.6
16.6,242,10,9.1,15.3,25.3
16.7,242,9.9,9.1,14.2,24
16.5,243,9.5,9,14.9,26.5
16.6,242,9.7,9,14.8,26
16.5,242,9.7,9,14.2,24.5
16.5,242,9.7,9.1,14,46.2
16.5,242,9.7,9,13.7,30.4
16.5,243,9.5,9,13.4,37.2
16.5,243,9.3,9,10.4,24
16.4,242,9.2,9,9.3,23.4
16.4,243,9.3,9,13,28.3
16.4,243,9.2,9,12.4,26.6
16.3,243,9.2,9,12.1,28.2
16.3,244,9,9,10.6,28.1
16.3,244,9,9,12.7,30.6
16.2,244,9,9,10.9,30.1
16.2,244,8.8,9,10.6,57.4
16.2,244,8.8,9,11.3,28.2
16.1,244,8.9,9,11.4,64
16.2,243,9.1,9,9.7,29.3
16.2,243,9.2,9,9.3,24.5
16.2,243,9.5,9,11.7,21.5
16.8,243,10,9,12,34.4
17.4,242,10.3,9.1,12.1,17.9
17.4,242,11,9.1,11.9,36.5
17.6,242,10.9,9.1,14.7,35.4
16.3,242,10.8,9.1,10,33
16.3,243,9.7,9,13.8,28.1
16.2,243,9.3,9,11.7,27.2
16.3,243,9.6,9,15.3,33.4
16.9,243,10.1,9.1,14.4,35.9
17.3,243,10.5,9.1,13.9,34.7
17.3,243,10.3,9.1,13.8,25.8
17.2,243,10.1,9,14.4,37.7
17.2,244,10,9,13.2,24.6
17.1,243,9.9,9,16.7,22.3
17,244,9.8,9,13.6,36.7
17,244,9.7,9,12.6,21.6
16.9,244,9.7,9,14.4,25.8
16.8,244,9.6,9,11.9,19.1
16.7,244,9.5,9,23,40.3
16.6,244,9.5,9,11.2,30.8
16.6,244,9.6,9,12.9,30.2
16.6,243,10.2,9.1,13.3,26.6
16.7,243,10.5,9.1,15.4,30.6
16.7,242,10.8,9.1,12,25.7
17,241,12,9.2,12.1,47.7
16.6,242,11.1,9.1,30.8,34
17.7,241,12.8,9.2,22.8,27
17.7,242,11.9,9.1,16.2,18.4
17.2,243,10.8,9.1,9.8,17.4
16.7,243,10.3,9,12.2,22.7
16.8,241,11.5,9.1,13.4,17
16.6,242,10.2,9.1,11.7,20.4
17.1,241,11.1,9.1,10.7,24.9
17.7,242,11.4,9.1,14.6,35.5
17.6,241,11.6,9.1,15.4,47.8
17.6,242,11.5,9.1,17.2,32.2
17.6,242,11.2,9.1,18.5,41.6
17.5,242,11,9.1,13.4,22.7
17.4,242,10.9,9.1,10.7,31.2
17.3,243,10.8,9.1,14.4,26.5
17.3,243,10.8,9.1,12.9,34
17.3,243,10.7,9.1,10.4,38.5
17.2,243,10.6,9.1,14.7,52.8
17.1,243,10.5,9.1,14.6,34.1
17.1,243,10.6,9.1,24,25.8
17.2,242,11.3,9.1,15.5,35.1
17.4,242,11.4,9.1,14.8,28.9
17.2,242,11.2,9.1,18.1,32.7
17.5,243,11.5,9.1,12.3,27.8
17.2,242,11.2,9.1,13.8,24.5
16.9,244,10,9,10.6,14.8
16.8,244,9.2,9,7.6,12.1
17.3,243,10.4,9.1,11.8,18.8
17.2,243,10.5,9.1,12.3,24.5
17.4,243,10.8,9.1,13.1,27.7
17.7,243,11,9.1,11.4,30.1
17.3,242,10.5,9.1,13,38
17.3,242,10.6,9.1,26.9,21.3
17.3,243,10.5,9.1,13.1,19.6
17.2,243,10.3,9.1,12.7,18
